ets_gene,buf_gene,r,r_with_bat,delta_r
Atp5mc1,Gclc,-0.12523393714573242,0.3841767880326062,-0.5094107251783386
Ndufs2,Sod2,-0.12765438667477316,0.6823412029629493,-0.8099955896377224
Atp5f1c,Sod2,-0.1414199498365927,0.6363646456935131,-0.7777845955301058
Ndufs2,Sod1,-0.1455314812814793,0.7034089631145346,-0.8489404443960139
Ndufs1,Gss,-0.14836090347348665,0.34908558272113616,-0.49744648619462284
Atp5f1c,Glrx2,-0.157204829650148,0.47814133588729846,-0.6353461655374465
Uqcrc2,Gsr,-0.15815078856438483,0.45720443328295185,-0.6153552218473367
Atp5f1e,Gclc,-0.1661305204171608,-0.5186585644069737,0.35252804398981286
Atp5mc3,Prdx5,-0.17254479491023067,-0.08950180399116157,-0.0830429909190691
Atp5mc3,Txn2,-0.1726108517807526,-0.11853090844579066,-0.05407994333496195
Atp5f1e,Gsr,-0.17380193958912754,0.45387263713069814,-0.6276745767198257
Ndufs2,Gpx1,-0.1825945208940311,-0.1616535211851438,-0.020940999708887298
Atp5f1c,Txn2,-0.18463338860304787,0.4662574633211152,-0.6508908519241631
Atp5f1c,Gclm,-0.1913062355475702,0.1795736930365739,-0.3708799285841441
Ndufs3,Sod1,-0.19992317341107138,0.5967931523588675,-0.7967163257699389
Atp5mc3,Gpx4,-0.20113716530620057,-0.13550053139321688,-0.06563663391298369
Ndufs1,Sod1,-0.20440012178762415,0.656679336379242,-0.8610794581668662
Ndufv2,Nnt,-0.2083050597418438,-0.8561119881104002,0.6478069283685565
Atp5mc3,Gclm,-0.21578992180904744,-0.1963645538855887,-0.019425367923458725
Atp5mc3,Prdx3,-0.21871306750164823,-0.14002025156427175,-0.07869281593737648
Ndufv1,Txnrd2,-0.2271855429040408,0.5804923546227218,-0.8076778975267626
Atp5f1c,Prdx3,-0.2281840780219732,0.5278531690176597,-0.7560372470396328
Atp5f1c,Txnrd2,-0.2288515038167004,0.5399689366790146,-0.768820440495715
Ndufs1,Sod2,-0.2327915687043409,0.6247354332571916,-0.8575270019615325
Ndufs2,Prdx5,-0.23720572193087797,0.6527296591442157,-0.8899353810750936
Ndufv1,Glrx2,-0.23752326697111012,0.4908240124617821,-0.7283472794328922
Ndufs1,Glrx2,-0.24260557981451367,0.46254211989747895,-0.7051476997119926
Atp5mc2,Sod1,-0.25478239565977556,0.4013856953622698,-0.6561680910220453
Ndufv1,Gpx1,-0.25747892237687364,-0.18816474117606768,-0.06931418120080596
Ndufa10,Nnt,-0.26790252347581833,-0.8977645121853073,0.629861988709489
Atp5mc2,Prdx5,-0.2687221679704727,0.365389628292414,-0.6341117962628867
Cycs,Nnt,-0.27089531132546446,-0.6561881117581781,0.3852928004327137
Ndufs7,Nnt,-0.2839008235563621,-0.8570590897901069,0.5731582662337449
Atp5mc3,Txnrd2,-0.2879699997255339,-0.18878861831360697,-0.09918138141192692
Ndufv1,Sod2,-0.2918556754895444,0.640504826921365,-0.9323605024109094
Atp5mc2,Gpx1,-0.29438827107822085,-0.29158386130561137,-0.002804409772609484
Atp5mc3,Glrx2,-0.2962360011562342,-0.2187295350052961,-0.07750646615093812
Atp5f1c,Gpx4,-0.29654273283954397,0.4631390460858087,-0.7596817789253527
Ndufs2,Glrx2,-0.30628033738058397,0.4835476651022036,-0.7898280024827875
Ndufv1,Txn2,-0.3120325204407905,0.46898335105046185,-0.7810158714912523
Ndufs1,Gclm,-0.3146193106682918,0.14353528645771108,-0.45815459712600287
Ndufs1,Gpx1,-0.32858383614193326,-0.2288418764657881,-0.09974195967614516
Cyc1,Nnt,-0.3382588792472773,-0.8699586084697046,0.5316997292224273
Ndufv1,Gclm,-0.34375233460297244,0.16145471543373188,-0.5052070500367043
Atp5f1e,Gpx1,-0.34582046853638815,-0.26873869029135167,-0.07708177824503648
Uqcrc2,Prdx5,-0.3479957478964652,0.5142707990791113,-0.8622665469755766
Atp5f1e,Prdx5,-0.3530951533687884,0.5165075171134154,-0.8696026704822037
Ndufv1,Gpx4,-0.380186938308687,0.48674682367955385,-0.8669337619882409
Atp5f1e,Sod1,-0.3848022324392905,0.5410783364194723,-0.9258805688587628
Ndufs1,Prdx3,-0.3883815382542326,0.4949725601216455,-0.8833540983758781
Ndufs3,Gpx1,-0.3898342669412279,-0.2920842547332279,-0.097750012208
Ndufa9,Nnt,-0.3955551851069466,-0.8421495144909393,0.44659432938399274
Ndufs2,Gclm,-0.39632248482623283,0.1567555661837712,-0.5530780510100041
Ndufs2,Prdx3,-0.4159990000380023,0.5357996430839986,-0.9517986431220009
Ndufs1,Txn2,-0.4280863716499302,0.4026058833284101,-0.8306922549783402
Ndufs1,Txnrd2,-0.430199194499753,0.49628447081482496,-0.926483665314578
Ndufs2,Gpx4,-0.43130091995127545,0.48668337304185577,-0.9179842929931312
Atp5f1d,Nnt,-0.432798987817916,-0.865488753429872,0.432689765611956
Ndufv1,Prdx3,-0.4355932341806883,0.5190026181802265,-0.9545958523609148
Ndufs2,Txn2,-0.44335155483931127,0.4484176550641788,-0.8917692099034901
Ndufs3,Txnrd2,-0.4440380267515307,0.41257872194839024,-0.856616748699921
Ndufs2,Txnrd2,-0.45744052817519026,0.5400777695228977,-0.9975182976980879
Ndufs3,Sod2,-0.47165348430474,0.48157407614212994,-0.95322756044687
Ndufs1,Gpx4,-0.4832469988631899,0.4214718691797577,-0.9047188680429477
Uqcrc1,Nnt,-0.5027715383767354,-0.8872293403383126,0.3844578019615772
Atp5mc2,Sod2,-0.5201097686372956,0.2489752754017118,-0.7690850440390075
Atp5po,Nnt,-0.5268996557216717,-0.7855417908667018,0.2586421351450301
Uqcrfs1,Nnt,-0.5310059248619499,-0.8927108911353012,0.36170496627335136
Cox5a,Nnt,-0.5318492596634886,-0.8024181886632576,0.27056892899976903
Cox7a2,Nnt,-0.543069154095962,-0.8641361971143545,0.3210670430183925
Atp5mc2,Txnrd2,-0.5437842265260299,0.1597439271690052,-0.7035281536950351
Ndufs3,Txn2,-0.5463348250178013,0.2777194932573098,-0.8240543182751111
Ndufs3,Glrx2,-0.564226379494451,0.2735688551525598,-0.8377952346470108
Ndufs3,Gclm,-0.5671466484255628,-0.03053850056118016,-0.5366081478643827
Atp5mc2,Glrx2,-0.576937346432675,0.05352685867126289,-0.630464205103938
Cox6b1,Nnt,-0.5788232362318737,-0.8218699393815732,0.24304670314969945
Cox5b,Nnt,-0.5788790680552256,-0.8358392577454011,0.25696018969017553
Atp5mc2,Txn2,-0.5797838559972938,0.04894788449702012,-0.6287317404943139
Cox4i1,Nnt,-0.5804010295079564,-0.7284342046471977,0.1480331751392413
Ndufs3,Gpx4,-0.5822419614815494,0.2996247371115675,-0.881866698593117
Uqcrc2,Sod1,-0.586574878708548,0.4718798063871258,-1.0584546850956738
Uqcrc2,Sod2,-0.5867965575213074,0.44255506186562854,-1.029351619386936
Uqcrb,Nnt,-0.5882086954273126,-0.8661422818522697,0.27793358642495714
Uqcrc2,Gpx1,-0.5896068612108875,-0.391130079108379,-0.19847678210250846
Atp5f1e,Txnrd2,-0.600210426024614,0.3592281128647299,-0.9594385388893439
Atp5f1e,Sod2,-0.6017411061854953,0.4425264513432901,-1.0442675575287854
Cox6a1,Nnt,-0.6024581495210141,-0.7795740877475164,0.1771159382265023
Ndufb8,Nnt,-0.6318854195314834,-0.8116240824332293,0.1797386629017459
Uqcrc2,Glrx2,-0.6362941882619271,0.2439772689218584,-0.8802714571837855
Atp5pb,Nnt,-0.6398721928508406,-0.8093477690806663,0.16947557622982568
Ndufs3,Prdx3,-0.6481303690569633,0.3225239423188258,-0.9706543113757891
Atp5mc2,Prdx3,-0.6507007974952712,0.08795161906512523,-0.7386524165603965
Atp5mc2,Gpx4,-0.6596800732495476,0.03643137697555214,-0.6961114502250997
Atp5mc2,Gclm,-0.6722784677220709,-0.28110409883678383,-0.39117436888528706
Atp5f1b,Nnt,-0.6752309677758445,-0.7574792708584883,0.08224830308264386
Uqcrc2,Txnrd2,-0.7022896866051688,0.31627489958833166,-1.0185645861935004
Atp5f1e,Txn2,-0.7063403036205806,0.21772389893383076,-0.9240642025544115
Uqcrc2,Gclm,-0.7365884101320306,-0.11195338255353952,-0.6246350275784911
Atp5f1e,Gpx4,-0.7596406903917514,0.2350007780840958,-0.9946414684758472
Uqcrc2,Prdx3,-0.76344985862733294,0.27867584770090176,-1.0421257063282348
Atp5f1e,Glrx2,-0.7659501906803222,0.1970825648171698,-0.963032755497492
Uqcrc2,Txn2,-0.7771441439650486,0.1834169589678965,-0.960561102932945
Atp5f1e,Prdx3,-0.7936765913012344,0.27315625990977627,-1.0668328512110106
Uqcrc2,Gpx4,-0.8284487996522318,0.20209587054182904,-1.0305446701940608
Atp5f1e,Gclm,-0.8341273214038165,-0.15285742126767313,-0.6812699001361434
